text,label_slot,label_intent
atlanta havaalanından atlanta şehir merkezine kara ulaşımı var mı,B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name O O O O O O,ground_service
lütfen bana çarşamba günü atlanta'dan philadelphia'ya sabah erkenden uçuşları göster,O O B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day B-depart_time.period_of_day O O,flight
baltimore'dan san francisco'ya hangi uçuşlar san francisco'da akşam 8'den önce varıyor,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-toloc.city_name I-toloc.city_name B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O,flight
tamam bana indianapolis'ten kansas şehrine gidiş dönüş bir bilet alabilir misin,O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O O O,airfare
miami'den denver'a uçuşları göster,B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'dan atlanta'ya beş temmuzdaki en erken uçuş hangisidir,B-fromloc.city_name B-toloc.city_name B-depart_date.day_number B-depart_date.month_name B-flight_mod I-flight_mod O O,flight
denver ve oakland arasında bir uçuş bulun uçuş öğleden sonra kalkmalı ve akşam 5'e yakın varmalıdır uçuş da kesintisiz olmalıdır,B-fromloc.city_name O B-toloc.city_name O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative O O O B-flight_stop O,flight
newark'ta hangi kara taşımacılığı mevcut,B-city_name O O O O,ground_service
philadelphia'dan dallas'a atlanta'da aktarmalı bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O O O O,flight
kansas city missouri'den salt lake city utah'a uçuşlar hakkında bilgiye ihtiyacım var sadece delta havayollarındaki uçuşlarla ilgileniyorum,B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-toloc.state_name O O O O O O B-airline_name I-airline_name O O,flight
oakland'dan boston'a ilk uçak ne zaman kalkıyor,B-fromloc.city_name B-toloc.city_name B-flight_mod O O O O,flight
phoenix las vegas uçuşları,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O,flight
bana atlanta'dan kalkan ve önümüzdeki pazartesi charlotte kuzey carolina'ya giden uçuşlardan bahset charlotte'a 415 ve 530 arasında varmalı,O B-fromloc.city_name O O B-depart_date.date_relative B-depart_date.day_name B-toloc.city_name B-toloc.state_name I-toloc.state_name O O O B-toloc.city_name B-arrive_time.start_time O B-arrive_time.end_time O O,flight
dallas'tan denver'a delta uçuşlarını göster,B-fromloc.city_name B-toloc.city_name B-airline_name O O,flight
denver'da havaalanından şehir merkezine ne tür bir kara ulaşımı var,B-city_name O O O O O O O O O,ground_service
bana pazar günü philadelphia'dan denver'a bir uçuş ayarla,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O,flight
bana philadelphia ve san francisco arasındaki tek yön 200 doların altındaki tüm ücretleri göster,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip I-round_trip B-fare_amount I-fare_amount B-cost_relative O O O,airfare
yemek kodlarını açıkla sd d,B-meal O O B-meal_code I-meal_code,abbreviation
denver'dan pittsburgh'a uçak bileti istiyorum,B-fromloc.city_name B-toloc.city_name O O O,flight
boston denver uçuşları nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
bana dallas'tan baltimore'a en ucuz bileti göster,O B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,airfare
denver'dan boston'a uçmaya çalışıyorum ve yemek servisi olan bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name O O O B-meal O O O O O,flight
san francisco'dan baltimore'a en ucuz uçak bileti ne kadar,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O O,airfare
st paul'den san jose'ye gidiş dönüş uçuşları listeleyin,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O,flight
boston ve dallas arasında alabileceğim en erken uçuş nedir,B-fromloc.city_name O B-toloc.city_name O O B-flight_mod I-flight_mod O O,flight
530'dan sonra ne tür bir uçağın boston'dan dallas fort worth'a uçtuğunu bilmek istiyorum,B-depart_time.time B-depart_time.time_relative O O O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O,aircraft
lütfen bana denver ve dallas arasındaki tüm hafta içi uçuşları gösterebilir misin,O O B-fromloc.city_name O B-toloc.city_name O O B-flight_mod I-flight_mod O O O,flight
yarın sabah columbus'tan nashville'e uçmak istiyorum,B-depart_date.today_relative B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'dan baltimore'a yirmi beş temmuz 1991'deki uçuşlardan hangisi en az sayıda yolcu taşıyor,B-fromloc.city_name B-toloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.year O O B-mod I-mod O O O,flight
bana new york'tan salı günü kalkan tüm uçuşları göster ve bana miami'den new york'a pazar günü kalkan tüm uçuşları göster,O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O O O O O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O O O O,flight
general mitchell international'daki kalkış ve inişleri listeleyin,B-airport_name I-airport_name I-airport_name O O O O,flight
bana atlanta'dan boston'a uçuşların bir listesini verir misin,O B-fromloc.city_name B-toloc.city_name O O O O O,flight
baltimore'dan dallas'a birinci sınıf ücretleri göster,B-fromloc.city_name B-toloc.city_name B-class_type I-class_type O O,airfare
denver san francisco uçuş bilgileri,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
philadelphia'daki havaalanından şehir merkezine nasıl gideceğimi söyleyebilir misin,B-fromloc.city_name O O O O O O O,flight
baltimore philadelphia uçuşları lütfen,B-fromloc.city_name B-toloc.city_name O O,flight
bana los angeles'tan pittsburgh'a pazartesi günü pittsburgh'a varan uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-arrive_date.day_name I-arrive_date.day_name B-toloc.city_name O O O,flight
pazartesi sabahı dallas boston uçuşları nelerdir,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
boston'dan san francisco'ya amerikan havayolları ile pittsburgh'da tek duraklı bir uçuş rezervasyonu yapmak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name O B-stoploc.city_name B-flight_stop I-flight_stop O O O O O,flight
ontario california'dan orlando florida'ya en kısa uçuş,B-fromloc.city_name B-fromloc.state_name B-toloc.city_name B-toloc.state_name B-flight_mod I-flight_mod O,flight
new york ve miami arasındaki uçuşlar,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O,flight
hem ulusal hem de kanada havayolları uluslararasının hizmet verdiği şehri göster,O B-airline_name O O B-airline_name I-airline_name I-airline_name O O O O,city
sabah 823'ten sonra pittsburgh'dan newark'a hangi uçuşlar gidiyor,B-depart_time.period_of_day B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O,flight
bana san francisco'dan la guardia'ya aktarmasız tüm uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.airport_name I-toloc.airport_name B-flight_stop O O O,flight
amerikan havayolunu kullanarak boston ve oakland ile boston ve oakland arasındaki tüm günlük uçuşları listeleyin,B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-flight_days O O,flight
bana boston'daki kara taşımacılığını göster,O B-city_name O O O,ground_service
lütfen bana boston'dan atlanta'ya kaç aktarmasız uçuş olduğunu söyle,O O B-fromloc.city_name B-toloc.city_name O B-flight_stop O O O,quantity
amerikan havayollarında philadelphia dallas uçuşlarını listele,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name O O,flight
bana dallas san francisco delta uçuşlarının ücretlerini göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name O O O,airfare
cleveland'dan dallas'a öğleden önce kalkan uçuşlarda ne tür uçaklar kullanılıyor,B-fromloc.city_name B-toloc.city_name B-depart_time.time B-depart_time.time_relative O O O O O O,aircraft
yirmi yedi ağustos'ta washington'dan boston'a gece uçuşun var mı,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day O O O,flight
oakland'dan pittsburgh'a hangi aktarmasız uçuşlar mevcut,B-fromloc.city_name B-toloc.city_name O B-flight_stop O O,flight
önümüzdeki pazartesi sabahı pittsburgh'dan san francisco'ya uçuş var mı,B-depart_date.date_relative B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
lütfen bana miami'den new york'a dönüş uçuşlarını göster,O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip O O,flight
baltimore kara taşımacılığı,B-city_name O O,ground_service
on altı haziranda denver'dan atlanta'ya uçuşları göster,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O,flight
bana san francisco'dan boston'a en ucuz uçak biletini göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O,flight
san francisco'da araba kiralama fiyatları ne kadar,B-city_name I-city_name B-transport_type I-transport_type O O O,ground_fare
ücret kodunu açıkla qx,O O O B-fare_basis_code,abbreviation
pittsburgh'dan san francisco'ya uçmak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
columbus'tan phoenix'e cincinnati üzerinden bir uçuş bulmaya çalışıyorum,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O O O O O,flight
bana salt lake city'den st petersburg'ye çarşamba günü uçuşları göster,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name I-depart_date.day_name O O,flight
bana washington dc'deki tüm kara taşımacılığını göster,O B-city_name B-state_code O O O O,ground_service
denver'dan atlanta'ya pittsburgh'da bir mola ile bir bilet istiyorum bu mümkün mü,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O O O O O O O O O,airfare
bana san francisco'dan boston'a uçan havayollarını göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O,airline
atlanta'dan baltimore'a baltimore'a akşam 7 civarında gelen bir boeing 757 ile aktarmasız bir uçuşunuz var mı,B-fromloc.city_name B-toloc.city_name B-toloc.city_name B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative O O O B-arrive_time.time O B-flight_stop O O O O,flight
pazartesi sabahı kalkan atlanta baltimore uçuşlarını göster,B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name B-toloc.city_name O O,flight
toronto'dan san diego'ya tüm uçuşları listeleyebilir misin,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O,flight
lütfen bana pittsburgh'dan atlanta'ya direkt sabah uçuşları verin,O O B-fromloc.city_name B-toloc.city_name B-connect B-depart_time.period_of_day O O,flight
baltimore havaalanında limuzin servisi var mı,B-airport_name I-airport_name B-transport_type O O O,ground_service
bana toronto'dan saat 18'den sonra toronto'dan kalkan salt lake city'e uçuşları göster,O B-fromloc.city_name O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O,flight
dallas'ta araba kiralayabilir miyim,B-city_name B-transport_type I-transport_type O,ground_service
perşembe sabahı hareket eden new york city'den montreal kanada'ya uçuşların bir listesine ihtiyacım var,B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-toloc.country_name O O O O O,flight
baltimore'dan denver'a en ucuz tek yön bileti bulmak istiyorum,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O O,airfare
bana baltimore'dan philadelphia'ya uçuşları göster lütfen,O B-fromloc.city_name B-toloc.city_name O O O,flight
amerikan havayolları dallas'tan san francisco'ya 71 uçuşu ne kadar,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_number O O O,airfare
st louis'tan charlotte'a gelen en erken uçuş nedir cuma günü,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O B-flight_mod I-flight_mod O O B-arrive_date.day_name O,flight
bana new york'tan san jose'a gidiş dönüş en ucuz uçak biletini göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip B-cost_relative I-cost_relative O O O,flight
indianapolis'ten memphis'e birinci sınıf gidiş dönüş uçak bileti,B-fromloc.city_name B-toloc.city_name B-class_type I-class_type B-round_trip I-round_trip O O,airfare
bana san francisco'daki kara taşımacılığından bahset,O B-city_name I-city_name O O O,ground_service
denver'dan oakland'a saat 12'den sonra varan uçuşları göster,B-fromloc.city_name B-toloc.city_name B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O O O,flight
lütfen yirmi üç temmuz dallas fort worth dc baltimore'a uçuşları listeleyin,O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.state_code B-toloc.city_name O O,flight
sekiz temmuz pazartesi günü philadelphia'dan dallas'a san francisco'ya uçmak istiyorum,B-depart_date.day_number B-depart_date.month_name B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
yirmi yedi temmuz dallas'tan oakland'a kaç aktarmasız uçuş var,B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name B-fromloc.city_name B-toloc.city_name O B-flight_stop O O,quantity
bana pittsburgh'dan ayrılan ve on dört haziranda baltimore'a varan en küçük oturma kapasitesine sahip uçuşu göster,O B-fromloc.city_name O O B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name B-toloc.city_name O B-mod I-mod O O O O O,flight
long beach'ten columbus'a yirmi yedinci uçuş,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_date.day_number I-depart_date.day_number O,flight
kıta havayolları için hizmet sınıfları nelerdir,B-airline_name I-airline_name O O O O,flight
boston'dan bwi'ye atıştırmalık servis eden en erken uçuş hangisidir,B-fromloc.city_name B-toloc.airport_code B-meal_description O O B-flight_mod I-flight_mod O O,flight
bana denver'da bir mola ile washington dc'den san francisco'ya uçuşları göster,O B-stoploc.city_name O O O B-fromloc.city_name B-fromloc.state_code B-toloc.city_name I-toloc.city_name O O,flight
atlanta'dan hangi havayolları uçuyor,B-fromloc.city_name O O O,airline
